"age";"workclass";"fnlwgt";"education";"education-num";"marital-status";"occupation";"relationship";"race";"sex";"capital-gain";"capital-loss";"hours-per-week";"native-country";"label"
20;"Private";158206;"Some-college";10;"Never-married";"Sales";"Not-in-family";"White";"Male";0;0;30;"United-States";0
41;"Federal-gov";160467;"Masters";14;"Divorced";"Prof-specialty";"Unmarried";"White";"Female";1506;0;40;"United-States";0
43;"Federal-gov";262233;"Bachelors";13;"Divorced";"Exec-managerial";"Not-in-family";"White";"Male";0;0;40;"United-States";1
28;"Private";175710;"Bachelors";13;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;30;"?";0
51;"Self-emp-not-inc";95435;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;60;"United-States";1
38;"Local-gov";40955;"Masters";14;"Never-married";"Prof-specialty";"Not-in-family";"White";"Male";0;0;43;"United-States";0
29;"Self-emp-inc";104737;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;60;"United-States";0
62;"Private";368476;"5th-6th";3;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;24;"Mexico";0
33;"Federal-gov";293550;"Some-college";10;"Married-civ-spouse";"Tech-support";"Wife";"White";"Female";4064;0;40;"United-States";0
47;"Private";84790;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
45;"Private";306889;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Wife";"White";"Female";0;0;40;"United-States";1
29;"Private";210959;"Assoc-acdm";12;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";0
19;"Private";72355;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;20;"United-States";0
40;"Self-emp-inc";182629;"Bachelors";13;"Divorced";"Exec-managerial";"Not-in-family";"White";"Male";0;0;40;"United-States";0
29;"Private";216481;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Wife";"White";"Female";0;0;40;"United-States";1
35;"Federal-gov";105138;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;55;"United-States";0
51;"Self-emp-not-inc";205100;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Wife";"White";"Female";0;0;30;"United-States";1
24;"Local-gov";117109;"Bachelors";13;"Never-married";"Adm-clerical";"Own-child";"Black";"Female";0;0;27;"United-States";0
22;"Private";189924;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Female";0;0;50;"United-States";0
31;"Private";202822;"Some-college";10;"Divorced";"Adm-clerical";"Unmarried";"Black";"Female";0;0;40;"United-States";0
40;"Private";373050;"12th";8;"Married-civ-spouse";"Other-service";"Husband";"White";"Male";0;0;40;"?";0
40;"Self-emp-inc";102226;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";0
43;"Private";197397;"Some-college";10;"Married-civ-spouse";"Prof-specialty";"Wife";"Other";"Female";0;0;6;"Puerto-Rico";0
18;"Private";293227;"HS-grad";9;"Never-married";"Other-service";"Not-in-family";"White";"Female";0;0;45;"United-States";0
31;"Private";181091;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";1
32;"Private";177792;"Bachelors";13;"Divorced";"Exec-managerial";"Not-in-family";"White";"Female";0;0;48;"United-States";1
39;"Self-emp-not-inc";124090;"9th";5;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
47;"Private";184005;"HS-grad";9;"Divorced";"Exec-managerial";"Not-in-family";"Amer-Indian-Eskimo";"Female";3325;0;45;"United-States";0
34;"Private";93169;"Some-college";10;"Divorced";"Other-service";"Unmarried";"Black";"Female";0;0;40;"United-States";0
84;"Private";388384;"7th-8th";4;"Married-civ-spouse";"Prof-specialty";"Husband";"Black";"Male";0;0;10;"United-States";0
60;"Private";240951;"HS-grad";9;"Divorced";"Adm-clerical";"Other-relative";"White";"Female";0;0;40;"United-States";0
19;"Private";271521;"HS-grad";9;"Never-married";"Other-service";"Other-relative";"Asian-Pac-Islander";"Male";0;0;24;"United-States";0
40;"Private";176602;"HS-grad";9;"Divorced";"Other-service";"Not-in-family";"Black";"Male";0;0;40;"United-States";0
49;"Private";195554;"HS-grad";9;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;44;"United-States";0
66;"?";188842;"Bachelors";13;"Married-civ-spouse";"?";"Husband";"White";"Male";0;0;24;"United-States";0
19;"Private";192453;"Some-college";10;"Never-married";"Other-service";"Other-relative";"White";"Female";0;0;25;"United-States";0
18;"Private";237646;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"White";"Male";0;0;30;"United-States";0
30;"Private";270889;"Some-college";10;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";1
45;"Private";101452;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";15024;0;60;"England";1
43;"Private";158528;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
35;"Private";275522;"7th-8th";4;"Widowed";"Other-service";"Unmarried";"White";"Female";0;0;80;"United-States";0
31;"State-gov";373432;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";7298;0;55;"United-States";1
54;"Private";88019;"HS-grad";9;"Divorced";"Other-service";"Unmarried";"White";"Male";0;0;32;"United-States";0
40;"Private";149102;"HS-grad";9;"Married-spouse-absent";"Handlers-cleaners";"Not-in-family";"White";"Male";2174;0;60;"Poland";0
43;"Private";220776;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;35;"United-States";1
19;"Private";140459;"11th";7;"Never-married";"Craft-repair";"Other-relative";"White";"Male";0;0;25;"United-States";0
50;"Private";304260;"Assoc-acdm";12;"Divorced";"Adm-clerical";"Not-in-family";"Asian-Pac-Islander";"Male";0;0;40;"United-States";0
18;"Private";312353;"12th";8;"Never-married";"Other-service";"Own-child";"Black";"Male";0;0;20;"United-States";0
50;"Self-emp-inc";287598;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;70;"United-States";0
42;"Private";144002;"HS-grad";9;"Divorced";"Transport-moving";"Not-in-family";"White";"Male";0;0;50;"United-States";0
46;"Private";33842;"Some-college";10;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";3103;0;40;"United-States";1
37;"Private";211494;"HS-grad";9;"Married-civ-spouse";"Tech-support";"Husband";"White";"Male";0;0;40;"United-States";1
39;"Self-emp-inc";188069;"Assoc-voc";11;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;60;"United-States";1
18;"?";245274;"Some-college";10;"Never-married";"?";"Own-child";"White";"Male";0;0;16;"United-States";0
22;"Self-emp-inc";269583;"7th-8th";4;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";2580;0;40;"United-States";0
35;"Private";278403;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;80;"United-States";1
19;"Private";292590;"Some-college";10;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;20;"United-States";0
52;"Private";292110;"5th-6th";3;"Never-married";"Handlers-cleaners";"Not-in-family";"White";"Female";0;0;40;"United-States";0
72;"Private";192732;"HS-grad";9;"Married-civ-spouse";"Handlers-cleaners";"Husband";"White";"Male";0;0;20;"United-States";0
36;"Private";116608;"HS-grad";9;"Divorced";"Machine-op-inspct";"Unmarried";"White";"Female";0;0;38;"United-States";0
22;"?";131573;"Some-college";10;"Never-married";"?";"Own-child";"White";"Female";0;0;8;"United-States";0
46;"Private";191389;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Wife";"White";"Female";0;0;28;"United-States";1
42;"Self-emp-not-inc";212847;"HS-grad";9;"Never-married";"Farming-fishing";"Own-child";"White";"Male";0;0;85;"United-States";0
29;"Private";120359;"HS-grad";9;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";0
29;"?";153167;"Some-college";10;"Never-married";"?";"Own-child";"Black";"Female";0;0;40;"United-States";0
50;"Local-gov";125417;"Prof-school";15;"Never-married";"Exec-managerial";"Not-in-family";"Black";"Female";0;0;52;"United-States";1
19;"?";204868;"HS-grad";9;"Married-civ-spouse";"?";"Wife";"White";"Female";0;0;36;"United-States";0
23;"?";184699;"HS-grad";9;"Never-married";"?";"Unmarried";"Black";"Female";0;0;40;"United-States";0
41;"Private";806552;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"United-States";1
42;"Private";177989;"HS-grad";9;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";0
37;"Private";256723;"Some-college";10;"Divorced";"Adm-clerical";"Unmarried";"Black";"Female";0;0;35;"United-States";0
22;"Private";223019;"HS-grad";9;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
62;"Private";266624;"HS-grad";9;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";6418;0;40;"United-States";1
61;"Private";159822;"7th-8th";4;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";7688;0;40;"Poland";1
25;"Private";211497;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";0
28;"Private";105817;"11th";7;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
23;"Private";435835;"HS-grad";9;"Never-married";"Sales";"Not-in-family";"White";"Male";0;1669;55;"United-States";0
19;"Private";128363;"Some-college";10;"Never-married";"Sales";"Own-child";"White";"Female";0;0;30;"United-States";0
25;"Private";109009;"11th";7;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
28;"Private";103802;"Bachelors";13;"Never-married";"Exec-managerial";"Own-child";"White";"Female";0;1408;40;"?";0
36;"Private";117381;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";0
23;"?";164574;"Assoc-acdm";12;"Never-married";"?";"Own-child";"White";"Male";0;0;40;"United-States";0
38;"Private";115289;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";0
44;"Local-gov";202872;"Some-college";10;"Divorced";"Prof-specialty";"Unmarried";"White";"Female";0;0;25;"United-States";0
19;"Private";174732;"Some-college";10;"Never-married";"Other-service";"Own-child";"Black";"Male";0;0;25;"United-States";0
52;"Private";124591;"HS-grad";9;"Never-married";"Handlers-cleaners";"Unmarried";"White";"Male";0;0;40;"United-States";0
44;"Private";210534;"5th-6th";3;"Married-civ-spouse";"Handlers-cleaners";"Husband";"White";"Male";0;0;40;"Mexico";0
28;"Private";116531;"HS-grad";9;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
29;"Self-emp-inc";190450;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"Asian-Pac-Islander";"Male";0;0;40;"Germany";0
44;"Self-emp-inc";153132;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";7688;0;52;"United-States";1
26;"Private";114483;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";0
36;"Self-emp-not-inc";280169;"Some-college";10;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";3456;0;8;"United-States";0
32;"Private";169589;"Assoc-voc";11;"Married-civ-spouse";"Handlers-cleaners";"Husband";"White";"Male";0;0;40;"United-States";1
23;"Private";193586;"Some-college";10;"Separated";"Farming-fishing";"Other-relative";"White";"Female";0;0;40;"United-States";0
51;"Private";289572;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";7688;0;50;"United-States";1
44;"State-gov";691903;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"Black";"Male";0;0;60;"United-States";1
19;"Private";119964;"HS-grad";9;"Never-married";"Craft-repair";"Other-relative";"White";"Female";0;0;15;"United-States";0
37;"Self-emp-not-inc";31670;"HS-grad";9;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;60;"United-States";0
53;"Private";91911;"HS-grad";9;"Divorced";"Craft-repair";"Unmarried";"Black";"Female";0;0;48;"United-States";0
36;"Self-emp-inc";183898;"Bachelors";13;"Divorced";"Sales";"Not-in-family";"White";"Male";0;0;60;"United-States";0
36;"Self-emp-not-inc";206520;"Bachelors";13;"Never-married";"Craft-repair";"Own-child";"White";"Male";0;0;40;"United-States";0
47;"Private";168337;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;48;"United-States";1
37;"Private";178948;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;45;"United-States";0
40;"Private";353432;"10th";6;"Divorced";"Machine-op-inspct";"Not-in-family";"White";"Female";0;0;35;"United-States";0
19;"Private";140985;"Some-college";10;"Never-married";"Adm-clerical";"Other-relative";"White";"Male";0;0;25;"United-States";0
45;"Private";112929;"7th-8th";4;"Divorced";"Machine-op-inspct";"Not-in-family";"Black";"Female";0;0;35;"United-States";0
43;"Private";174325;"7th-8th";4;"Married-civ-spouse";"Transport-moving";"Husband";"Black";"Male";0;0;40;"United-States";0
60;"Private";88055;"10th";6;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";0
25;"Private";378322;"HS-grad";9;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;2001;50;"United-States";0
23;"Private";252153;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Female";0;0;28;"United-States";0
41;"Self-emp-not-inc";32533;"Assoc-voc";11;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;45;"United-States";0
23;"Private";201680;"12th";8;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
55;"Private";177380;"HS-grad";9;"Divorced";"Adm-clerical";"Not-in-family";"White";"Female";0;0;29;"United-States";0
40;"Private";55191;"Some-college";10;"Never-married";"Adm-clerical";"Not-in-family";"Black";"Female";0;0;40;"United-States";0
62;"Private";121319;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";3103;0;40;"United-States";1
44;"Private";116632;"Some-college";10;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;40;"United-States";1
35;"Private";346766;"HS-grad";9;"Never-married";"Handlers-cleaners";"Not-in-family";"White";"Female";0;0;40;"United-States";0
54;"Private";93605;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;1848;40;"United-States";1
20;"Private";185452;"HS-grad";9;"Never-married";"Adm-clerical";"Own-child";"White";"Female";0;0;40;"United-States";0
43;"Private";180599;"Bachelors";13;"Separated";"Exec-managerial";"Unmarried";"White";"Male";8614;0;40;"United-States";1
37;"Local-gov";217689;"Some-college";10;"Married-civ-spouse";"Other-service";"Husband";"Amer-Indian-Eskimo";"Male";0;0;32;"United-States";0
39;"Federal-gov";232036;"Some-college";10;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";1
37;"Private";126569;"Masters";14;"Married-civ-spouse";"Tech-support";"Husband";"White";"Male";0;0;60;"United-States";1
33;"Private";208180;"Bachelors";13;"Never-married";"Sales";"Not-in-family";"White";"Female";0;0;40;"United-States";0
42;"Private";397346;"HS-grad";9;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";3325;0;40;"United-States";0
42;"Private";119679;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;1579;42;"United-States";0
43;"Private";96483;"HS-grad";9;"Divorced";"Other-service";"Own-child";"Asian-Pac-Islander";"Female";0;0;40;"South";0
67;"Self-emp-inc";330144;"Masters";14;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;48;"United-States";1
21;"Private";362589;"Bachelors";13;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;20;"United-States";0
29;"Federal-gov";196912;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"Black";"Male";0;0;40;"United-States";0
25;"Private";336440;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;40;"United-States";0
45;"Private";205424;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"White";"Male";0;0;40;"United-States";1
68;"Self-emp-not-inc";69249;"HS-grad";9;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;50;"United-States";1
50;"Private";274528;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
72;"?";114761;"7th-8th";4;"Widowed";"?";"Unmarried";"White";"Female";0;0;20;"United-States";0
50;"Private";177705;"Bachelors";13;"Divorced";"Other-service";"Not-in-family";"White";"Male";0;0;40;"United-States";0
41;"Private";82319;"12th";8;"Married-civ-spouse";"Other-service";"Wife";"White";"Female";0;0;10;"United-States";0
39;"Private";248011;"Assoc-voc";11;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";5178;0;40;"United-States";1
60;"Self-emp-inc";123218;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";0
61;"Self-emp-not-inc";113080;"9th";5;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;58;"United-States";1
32;"Local-gov";186993;"HS-grad";9;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";0
22;"Private";112137;"Some-college";10;"Never-married";"Prof-specialty";"Other-relative";"Asian-Pac-Islander";"Female";0;0;20;"South";0
24;"Private";330571;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Wife";"White";"Female";0;0;40;"United-States";0
29;"Private";241667;"Masters";14;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;45;"United-States";0
37;"Private";77820;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;45;"United-States";1
20;"Private";293091;"11th";7;"Never-married";"Transport-moving";"Own-child";"White";"Male";0;0;60;"United-States";0
65;"State-gov";29276;"7th-8th";4;"Widowed";"Other-service";"Other-relative";"White";"Female";0;0;24;"United-States";0
42;"Federal-gov";158926;"Assoc-acdm";12;"Divorced";"Prof-specialty";"Unmarried";"Asian-Pac-Islander";"Female";0;0;40;"Philippines";1
26;"Private";177951;"HS-grad";9;"Married-civ-spouse";"Handlers-cleaners";"Husband";"White";"Male";0;0;48;"United-States";0
17;"Private";114420;"11th";7;"Never-married";"Sales";"Own-child";"White";"Female";0;0;30;"United-States";0
49;"Private";186982;"Some-college";10;"Separated";"Exec-managerial";"Not-in-family";"White";"Female";0;0;45;"United-States";1
32;"Private";349028;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
53;"Self-emp-not-inc";196328;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"Black";"Male";0;0;45;"United-States";1
37;"Local-gov";212005;"Assoc-voc";11;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";1
21;"?";219835;"Assoc-voc";11;"Never-married";"?";"Not-in-family";"White";"Male";0;0;40;"United-States";0
42;"Self-emp-inc";348886;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;45;"United-States";1
22;"Private";82393;"9th";5;"Never-married";"Handlers-cleaners";"Own-child";"Asian-Pac-Islander";"Male";0;0;40;"Philippines";0
20;"Private";212582;"Some-college";10;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;16;"United-States";0
51;"Self-emp-inc";194995;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;45;"United-States";1
37;"Private";172571;"HS-grad";9;"Divorced";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;40;"United-States";0
18;"Private";198616;"12th";8;"Never-married";"Craft-repair";"Own-child";"White";"Male";594;0;20;"United-States";0
26;"Local-gov";192213;"Masters";14;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;40;"Canada";0
54;"Private";206369;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";5178;0;50;"United-States";1
29;"Private";413297;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";3411;0;70;"Mexico";0
76;"Private";97077;"10th";6;"Widowed";"Sales";"Unmarried";"Black";"Female";0;0;12;"United-States";0
32;"Self-emp-inc";343872;"Some-college";10;"Married-civ-spouse";"Transport-moving";"Husband";"Black";"Male";0;0;35;"Haiti";0
45;"Private";107682;"Masters";14;"Divorced";"Exec-managerial";"Not-in-family";"White";"Female";0;0;40;"United-States";1
30;"Private";75167;"Some-college";10;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";1
27;"Private";212041;"HS-grad";9;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;50;"United-States";0
39;"Self-emp-inc";34180;"Assoc-voc";11;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;60;"United-States";1
21;"?";205940;"Some-college";10;"Never-married";"?";"Own-child";"White";"Female";0;0;40;"United-States";0
35;"Local-gov";27763;"HS-grad";9;"Married-civ-spouse";"Other-service";"Husband";"Amer-Indian-Eskimo";"Male";0;0;40;"United-States";0
57;"Private";31532;"Bachelors";13;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";0
33;"Private";207201;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;55;"United-States";1
28;"Private";282398;"Some-college";10;"Separated";"Tech-support";"Unmarried";"White";"Male";0;0;40;"United-States";1
31;"State-gov";26401;"Masters";14;"Divorced";"Adm-clerical";"Not-in-family";"White";"Female";0;0;25;"United-States";0
28;"State-gov";158834;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
19;"Private";472807;"1st-4th";2;"Never-married";"Handlers-cleaners";"Other-relative";"White";"Male";0;0;52;"Mexico";0
23;"Private";212617;"Bachelors";13;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;66;"Ecuador";0
41;"Private";116391;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";1
54;"Private";299324;"5th-6th";3;"Married-spouse-absent";"Machine-op-inspct";"Unmarried";"White";"Male";0;0;40;"Mexico";0
17;"?";34019;"10th";6;"Never-married";"?";"Own-child";"White";"Male";0;0;20;"United-States";0
31;"Private";246439;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;45;"United-States";0
30;"Private";267161;"Some-college";10;"Married-civ-spouse";"Tech-support";"Wife";"Black";"Female";0;0;45;"United-States";0
43;"Private";69333;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;48;"United-States";0
34;"Private";169564;"HS-grad";9;"Divorced";"Machine-op-inspct";"Unmarried";"White";"Female";0;0;40;"United-States";0
24;"Private";67804;"HS-grad";9;"Never-married";"Other-service";"Own-child";"Black";"Male";0;0;40;"United-States";0
23;"Self-emp-not-inc";289116;"HS-grad";9;"Divorced";"Other-service";"Unmarried";"White";"Female";0;0;50;"United-States";0
37;"Private";103323;"HS-grad";9;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
30;"Private";176410;"Assoc-voc";11;"Married-civ-spouse";"Prof-specialty";"Own-child";"White";"Female";7298;0;16;"United-States";1
67;"Self-emp-not-inc";36876;"HS-grad";9;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;55;"United-States";0
27;"Private";192236;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"White";"Male";0;0;45;"United-States";0
43;"Private";186396;"9th";5;"Never-married";"Machine-op-inspct";"Not-in-family";"White";"Female";0;0;20;"United-States";0
31;"Private";511289;"HS-grad";9;"Never-married";"Farming-fishing";"Not-in-family";"White";"Male";2907;0;99;"United-States";0
29;"Private";367706;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"Black";"Male";0;0;40;"United-States";0
61;"?";160625;"Bachelors";13;"Married-civ-spouse";"?";"Husband";"White";"Male";4386;0;15;"United-States";1
34;"Private";209449;"Some-college";10;"Married-civ-spouse";"Tech-support";"Husband";"Black";"Male";0;0;40;"United-States";1
32;"Private";127610;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Wife";"White";"Female";0;1902;32;"United-States";1
35;"Private";299353;"HS-grad";9;"Never-married";"Other-service";"Unmarried";"Black";"Female";0;0;40;"United-States";0
24;"Private";164529;"12th";8;"Never-married";"Farming-fishing";"Own-child";"Black";"Male";0;0;40;"United-States";0
22;"Private";505980;"HS-grad";9;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;40;"United-States";0
33;"Local-gov";256529;"HS-grad";9;"Separated";"Other-service";"Own-child";"White";"Female";0;0;80;"United-States";0
42;"Private";190179;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";99999;0;40;"United-States";1
30;"Private";255486;"HS-grad";9;"Married-civ-spouse";"Other-service";"Husband";"Black";"Male";0;0;25;"United-States";0
44;"Private";355728;"Some-college";10;"Separated";"Exec-managerial";"Not-in-family";"White";"Male";0;1980;45;"England";0
33;"Private";373662;"1st-4th";2;"Married-spouse-absent";"Priv-house-serv";"Not-in-family";"White";"Female";0;0;40;"Guatemala";0
54;"Private";449257;"HS-grad";9;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;40;"United-States";0
43;"Private";115178;"Assoc-voc";11;"Married-civ-spouse";"Adm-clerical";"Wife";"White";"Female";0;0;40;"United-States";1
47;"Private";147236;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
28;"State-gov";78356;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Husband";"Black";"Male";0;0;40;"Jamaica";0
51;"Private";98791;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";1
31;"Private";289731;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
34;"Private";185556;"Some-college";10;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;12;"United-States";1
41;"Private";469454;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
38;"Private";180303;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"Asian-Pac-Islander";"Male";0;0;50;"Japan";1
27;"Private";289484;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"White";"Female";0;0;40;"United-States";0
26;"Private";177147;"Bachelors";13;"Never-married";"Adm-clerical";"Not-in-family";"White";"Male";6849;0;65;"United-States";0
60;"Private";132529;"HS-grad";9;"Married-civ-spouse";"Other-service";"Husband";"White";"Male";0;0;40;"United-States";0
21;"Private";155818;"HS-grad";9;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;20;"United-States";0
35;"Private";45937;"HS-grad";9;"Never-married";"Machine-op-inspct";"Not-in-family";"White";"Female";0;0;40;"United-States";0
46;"Private";175262;"Assoc-acdm";12;"Married-civ-spouse";"Adm-clerical";"Husband";"Asian-Pac-Islander";"Male";0;0;40;"India";0
30;"Private";140011;"Assoc-voc";11;"Married-civ-spouse";"Handlers-cleaners";"Husband";"White";"Male";0;0;53;"United-States";0
23;"Local-gov";218678;"11th";7;"Married-civ-spouse";"Handlers-cleaners";"Husband";"White";"Male";0;0;40;"United-States";0
